initial_speed,initial_angle,max_range,max_height
90,44,826.0271121,199.4212775
90,46,826.0271121,213.8440287
90,48,822.0027911,228.2316467
90,50,813.973755,242.5140367
90,52,801.9791207,256.6216162
90,54,786.0773247,270.4856544
90,56,766.345839,284.0386073
90,58,742.8807934,297.2144461
90,60,715.7965072,309.9489796
90,62,685.2249324,322.1801663
90,64,651.3150106,333.8484171
90,66,614.2319476,344.8968855
90,68,574.1564082,355.2717445
90,70,531.2836366,364.9224487
90,72,485.8225044,373.801981
90,74,437.9944939,381.8670811
90,76,388.0326182,389.0784567
90,78,336.1802866,395.4009747
90,80,282.6901185,400.8038324
90,82,227.8227125,405.2607076
90,84,171.8453771,408.7498869
90,86,115.0308283,411.2543713
90,88,57.65586095,412.7619594
90,90,0,413.2653061
100,2,71.18007525,0.62141575
100,4,142.0133683,2.482635525
100,6,212.1547865,5.57459165
100,8,281.262608,9.882220424
100,10,349.0001463,15.38453551
100,12,415.0373909,22.05473019
100,14,479.0526151,29.86030794
100,16,540.7339431,38.76324078
100,18,599.7808697,48.7201545
100,20,655.9057242,59.68254002
100,22,708.8350719,71.59698971
100,24,758.3110464,84.40545756
100,26,804.0926057,98.04554201
100,28,845.9567067,112.4507899
100,30,883.6993916,127.5510204
100,32,917.1367819,143.2726666
100,34,946.105974,159.5391343
100,36,970.465833,176.2711749
100,38,990.0976799,193.3872715
100,40,1004.90587,210.8040363
100,42,1014.818261,228.4366165
100,44,1019.786558,246.199108
100,46,1019.786558,264.0049736
100,48,1014.818261,281.7674651
100,50,1004.90587,299.4000453
100,52,990.0976799,316.8168101
100,54,970.465833,333.9329067
100,56,946.105974,350.6649473
100,58,917.1367819,366.931415
100,60,883.6993916,382.6530612
100,62,845.9567067,397.7532917
100,64,804.0926057,412.1585396
100,66,758.3110464,425.7986241
100,68,708.8350719,438.6070919
100,70,655.9057242,450.5215416
100,72,599.7808697,461.4839271
100,74,540.7339431,471.4408409
100,76,479.0526151,480.3437737
100,78,415.0373909,488.1493514
100,80,349.0001463,494.8195461
100,82,281.262608,500.3218612
100,84,212.1547865,504.62949
100,86,142.0133683,507.7214461
100,88,71.18007525,509.5826659
100,90,0,510.2040816
